file,originality
suspicious-document00136.txt.preprocessed.png,no_plagiarism
suspicious-document00137.txt.preprocessed.png,no_plagiarism
suspicious-document00138.txt.preprocessed.png,no_plagiarism
suspicious-document00139.txt.preprocessed.png,no_plagiarism
suspicious-document00140.txt.preprocessed.png,plagiarism
suspicious-document00141.txt.preprocessed.png,no_plagiarism
suspicious-document00142.txt.preprocessed.png,plagiarism
suspicious-document00143.txt.preprocessed.png,no_plagiarism
suspicious-document00144.txt.preprocessed.png,no_plagiarism
suspicious-document00145.txt.preprocessed.png,no_plagiarism
suspicious-document00146.txt.preprocessed.png,no_plagiarism
suspicious-document00147.txt.preprocessed.png,no_plagiarism
suspicious-document00148.txt.preprocessed.png,no_plagiarism
suspicious-document00149.txt.preprocessed.png,no_plagiarism
suspicious-document00150.txt.preprocessed.png,no_plagiarism
suspicious-document00151.txt.preprocessed.png,no_plagiarism
suspicious-document00152.txt.preprocessed.png,plagiarism
suspicious-document00153.txt.preprocessed.png,no_plagiarism
suspicious-document00154.txt.preprocessed.png,no_plagiarism
suspicious-document00155.txt.preprocessed.png,no_plagiarism
suspicious-document00156.txt.preprocessed.png,plagiarism
suspicious-document00157.txt.preprocessed.png,plagiarism
suspicious-document00158.txt.preprocessed.png,no_plagiarism
suspicious-document00159.txt.preprocessed.png,no_plagiarism
suspicious-document00160.txt.preprocessed.png,plagiarism
suspicious-document00161.txt.preprocessed.png,no_plagiarism
suspicious-document00162.txt.preprocessed.png,no_plagiarism
suspicious-document00163.txt.preprocessed.png,no_plagiarism
suspicious-document00164.txt.preprocessed.png,no_plagiarism
suspicious-document00165.txt.preprocessed.png,no_plagiarism
suspicious-document00166.txt.preprocessed.png,no_plagiarism
suspicious-document00167.txt.preprocessed.png,plagiarism
suspicious-document00168.txt.preprocessed.png,plagiarism
suspicious-document00169.txt.preprocessed.png,no_plagiarism
suspicious-document00170.txt.preprocessed.png,plagiarism
suspicious-document00171.txt.preprocessed.png,no_plagiarism
suspicious-document00172.txt.preprocessed.png,no_plagiarism
suspicious-document00173.txt.preprocessed.png,no_plagiarism
suspicious-document00174.txt.preprocessed.png,no_plagiarism
suspicious-document00175.txt.preprocessed.png,plagiarism
suspicious-document00176.txt.preprocessed.png,no_plagiarism
suspicious-document00177.txt.preprocessed.png,plagiarism
suspicious-document00178.txt.preprocessed.png,no_plagiarism
suspicious-document00179.txt.preprocessed.png,no_plagiarism
suspicious-document00180.txt.preprocessed.png,no_plagiarism
suspicious-document00181.txt.preprocessed.png,no_plagiarism
suspicious-document00182.txt.preprocessed.png,no_plagiarism
suspicious-document00183.txt.preprocessed.png,plagiarism
suspicious-document00184.txt.preprocessed.png,plagiarism
suspicious-document00185.txt.preprocessed.png,no_plagiarism
suspicious-document00186.txt.preprocessed.png,plagiarism
suspicious-document00187.txt.preprocessed.png,plagiarism
suspicious-document00188.txt.preprocessed.png,no_plagiarism
suspicious-document00189.txt.preprocessed.png,no_plagiarism
suspicious-document00190.txt.preprocessed.png,plagiarism
suspicious-document00191.txt.preprocessed.png,plagiarism
suspicious-document00192.txt.preprocessed.png,plagiarism
suspicious-document00193.txt.preprocessed.png,plagiarism
suspicious-document00194.txt.preprocessed.png,no_plagiarism
suspicious-document00195.txt.preprocessed.png,no_plagiarism
suspicious-document00196.txt.preprocessed.png,no_plagiarism
suspicious-document00197.txt.preprocessed.png,plagiarism
suspicious-document00198.txt.preprocessed.png,no_plagiarism
suspicious-document00199.txt.preprocessed.png,plagiarism
suspicious-document00200.txt.preprocessed.png,no_plagiarism
suspicious-document00201.txt.preprocessed.png,no_plagiarism
suspicious-document00202.txt.preprocessed.png,no_plagiarism
suspicious-document00203.txt.preprocessed.png,plagiarism
suspicious-document00204.txt.preprocessed.png,no_plagiarism
suspicious-document00205.txt.preprocessed.png,plagiarism
suspicious-document00206.txt.preprocessed.png,no_plagiarism
suspicious-document00207.txt.preprocessed.png,plagiarism
suspicious-document00208.txt.preprocessed.png,no_plagiarism
suspicious-document00209.txt.preprocessed.png,plagiarism
suspicious-document00210.txt.preprocessed.png,no_plagiarism
suspicious-document00211.txt.preprocessed.png,plagiarism
suspicious-document00212.txt.preprocessed.png,no_plagiarism
suspicious-document00213.txt.preprocessed.png,plagiarism
suspicious-document00214.txt.preprocessed.png,no_plagiarism
suspicious-document00215.txt.preprocessed.png,plagiarism
suspicious-document00216.txt.preprocessed.png,no_plagiarism
suspicious-document00217.txt.preprocessed.png,no_plagiarism
suspicious-document00218.txt.preprocessed.png,no_plagiarism
suspicious-document00219.txt.preprocessed.png,plagiarism
suspicious-document00220.txt.preprocessed.png,plagiarism
suspicious-document00221.txt.preprocessed.png,plagiarism
suspicious-document00222.txt.preprocessed.png,plagiarism
suspicious-document00223.txt.preprocessed.png,no_plagiarism
suspicious-document00224.txt.preprocessed.png,plagiarism
suspicious-document00225.txt.preprocessed.png,plagiarism
suspicious-document00226.txt.preprocessed.png,plagiarism
suspicious-document00227.txt.preprocessed.png,no_plagiarism
suspicious-document00228.txt.preprocessed.png,no_plagiarism
suspicious-document00229.txt.preprocessed.png,no_plagiarism
suspicious-document00230.txt.preprocessed.png,no_plagiarism
suspicious-document00231.txt.preprocessed.png,no_plagiarism
suspicious-document00232.txt.preprocessed.png,plagiarism
suspicious-document00233.txt.preprocessed.png,no_plagiarism
suspicious-document00234.txt.preprocessed.png,no_plagiarism
suspicious-document00235.txt.preprocessed.png,plagiarism
suspicious-document00236.txt.preprocessed.png,no_plagiarism
suspicious-document00237.txt.preprocessed.png,plagiarism
suspicious-document00238.txt.preprocessed.png,no_plagiarism
suspicious-document00239.txt.preprocessed.png,no_plagiarism
suspicious-document00240.txt.preprocessed.png,no_plagiarism
suspicious-document00241.txt.preprocessed.png,no_plagiarism
suspicious-document00242.txt.preprocessed.png,no_plagiarism
suspicious-document00243.txt.preprocessed.png,no_plagiarism
suspicious-document00244.txt.preprocessed.png,no_plagiarism
suspicious-document00245.txt.preprocessed.png,no_plagiarism
suspicious-document00246.txt.preprocessed.png,no_plagiarism
suspicious-document00247.txt.preprocessed.png,plagiarism
suspicious-document00248.txt.preprocessed.png,no_plagiarism
suspicious-document00249.txt.preprocessed.png,no_plagiarism
suspicious-document00250.txt.preprocessed.png,no_plagiarism
suspicious-document00251.txt.preprocessed.png,no_plagiarism
suspicious-document00252.txt.preprocessed.png,no_plagiarism
suspicious-document00253.txt.preprocessed.png,plagiarism
suspicious-document00254.txt.preprocessed.png,plagiarism
suspicious-document00255.txt.preprocessed.png,no_plagiarism
suspicious-document00256.txt.preprocessed.png,no_plagiarism
suspicious-document00257.txt.preprocessed.png,no_plagiarism
suspicious-document00258.txt.preprocessed.png,no_plagiarism
suspicious-document00259.txt.preprocessed.png,no_plagiarism
suspicious-document00260.txt.preprocessed.png,no_plagiarism
suspicious-document00261.txt.preprocessed.png,plagiarism
suspicious-document00262.txt.preprocessed.png,no_plagiarism
suspicious-document00263.txt.preprocessed.png,plagiarism
suspicious-document00264.txt.preprocessed.png,plagiarism
suspicious-document00265.txt.preprocessed.png,plagiarism
suspicious-document00266.txt.preprocessed.png,plagiarism
suspicious-document00267.txt.preprocessed.png,no_plagiarism
suspicious-document00268.txt.preprocessed.png,no_plagiarism
suspicious-document00269.txt.preprocessed.png,no_plagiarism
suspicious-document00270.txt.preprocessed.png,plagiarism
suspicious-document00271.txt.preprocessed.png,no_plagiarism
suspicious-document00272.txt.preprocessed.png,no_plagiarism
suspicious-document00273.txt.preprocessed.png,no_plagiarism
suspicious-document00274.txt.preprocessed.png,plagiarism
suspicious-document00275.txt.preprocessed.png,no_plagiarism
suspicious-document00276.txt.preprocessed.png,no_plagiarism
suspicious-document00277.txt.preprocessed.png,no_plagiarism
suspicious-document00278.txt.preprocessed.png,plagiarism
suspicious-document00279.txt.preprocessed.png,no_plagiarism
suspicious-document00280.txt.preprocessed.png,no_plagiarism
suspicious-document00281.txt.preprocessed.png,no_plagiarism
suspicious-document00282.txt.preprocessed.png,plagiarism
suspicious-document00283.txt.preprocessed.png,plagiarism
suspicious-document00284.txt.preprocessed.png,no_plagiarism
suspicious-document00285.txt.preprocessed.png,plagiarism
suspicious-document00286.txt.preprocessed.png,no_plagiarism
suspicious-document00287.txt.preprocessed.png,no_plagiarism
suspicious-document00288.txt.preprocessed.png,no_plagiarism
suspicious-document00289.txt.preprocessed.png,plagiarism
suspicious-document00290.txt.preprocessed.png,no_plagiarism
suspicious-document00291.txt.preprocessed.png,no_plagiarism
suspicious-document00292.txt.preprocessed.png,no_plagiarism
suspicious-document00293.txt.preprocessed.png,no_plagiarism
suspicious-document00294.txt.preprocessed.png,no_plagiarism
suspicious-document00295.txt.preprocessed.png,no_plagiarism
suspicious-document00296.txt.preprocessed.png,no_plagiarism
suspicious-document00297.txt.preprocessed.png,no_plagiarism
suspicious-document00298.txt.preprocessed.png,plagiarism
suspicious-document00299.txt.preprocessed.png,plagiarism
suspicious-document00300.txt.preprocessed.png,no_plagiarism
suspicious-document00301.txt.preprocessed.png,no_plagiarism
suspicious-document00302.txt.preprocessed.png,no_plagiarism
suspicious-document00303.txt.preprocessed.png,no_plagiarism
suspicious-document00304.txt.preprocessed.png,no_plagiarism
suspicious-document00305.txt.preprocessed.png,no_plagiarism
suspicious-document00306.txt.preprocessed.png,no_plagiarism
suspicious-document00307.txt.preprocessed.png,no_plagiarism
suspicious-document00308.txt.preprocessed.png,plagiarism
suspicious-document00309.txt.preprocessed.png,no_plagiarism
suspicious-document00310.txt.preprocessed.png,no_plagiarism
suspicious-document00311.txt.preprocessed.png,no_plagiarism
suspicious-document00312.txt.preprocessed.png,no_plagiarism
suspicious-document00313.txt.preprocessed.png,plagiarism
suspicious-document00314.txt.preprocessed.png,no_plagiarism
suspicious-document00315.txt.preprocessed.png,no_plagiarism
suspicious-document00316.txt.preprocessed.png,no_plagiarism
suspicious-document00317.txt.preprocessed.png,no_plagiarism
suspicious-document00318.txt.preprocessed.png,no_plagiarism
suspicious-document00319.txt.preprocessed.png,no_plagiarism
suspicious-document00320.txt.preprocessed.png,no_plagiarism
suspicious-document00321.txt.preprocessed.png,no_plagiarism
suspicious-document00322.txt.preprocessed.png,plagiarism
suspicious-document00323.txt.preprocessed.png,no_plagiarism
suspicious-document00324.txt.preprocessed.png,no_plagiarism
suspicious-document00325.txt.preprocessed.png,plagiarism
suspicious-document00326.txt.preprocessed.png,plagiarism
suspicious-document00327.txt.preprocessed.png,plagiarism
suspicious-document00328.txt.preprocessed.png,no_plagiarism
suspicious-document00329.txt.preprocessed.png,no_plagiarism
suspicious-document00330.txt.preprocessed.png,no_plagiarism
suspicious-document00331.txt.preprocessed.png,no_plagiarism
suspicious-document00332.txt.preprocessed.png,no_plagiarism
suspicious-document00333.txt.preprocessed.png,no_plagiarism
suspicious-document00334.txt.preprocessed.png,plagiarism
suspicious-document00335.txt.preprocessed.png,no_plagiarism
suspicious-document00336.txt.preprocessed.png,plagiarism
suspicious-document00337.txt.preprocessed.png,plagiarism
suspicious-document00338.txt.preprocessed.png,plagiarism
suspicious-document00339.txt.preprocessed.png,no_plagiarism
suspicious-document00340.txt.preprocessed.png,no_plagiarism
suspicious-document00341.txt.preprocessed.png,plagiarism
suspicious-document00342.txt.preprocessed.png,plagiarism
suspicious-document00343.txt.preprocessed.png,plagiarism
suspicious-document00344.txt.preprocessed.png,no_plagiarism
suspicious-document00345.txt.preprocessed.png,plagiarism
suspicious-document00346.txt.preprocessed.png,plagiarism
suspicious-document00347.txt.preprocessed.png,plagiarism
suspicious-document00348.txt.preprocessed.png,plagiarism
suspicious-document00349.txt.preprocessed.png,no_plagiarism
suspicious-document00350.txt.preprocessed.png,no_plagiarism
suspicious-document00351.txt.preprocessed.png,plagiarism
suspicious-document00352.txt.preprocessed.png,plagiarism
suspicious-document00353.txt.preprocessed.png,no_plagiarism
suspicious-document00354.txt.preprocessed.png,no_plagiarism
suspicious-document00355.txt.preprocessed.png,no_plagiarism
suspicious-document00356.txt.preprocessed.png,no_plagiarism
suspicious-document00357.txt.preprocessed.png,no_plagiarism
suspicious-document00358.txt.preprocessed.png,no_plagiarism
suspicious-document00359.txt.preprocessed.png,plagiarism
suspicious-document00360.txt.preprocessed.png,no_plagiarism
suspicious-document00361.txt.preprocessed.png,no_plagiarism
suspicious-document00362.txt.preprocessed.png,plagiarism
suspicious-document00363.txt.preprocessed.png,no_plagiarism
suspicious-document00364.txt.preprocessed.png,no_plagiarism
suspicious-document00365.txt.preprocessed.png,plagiarism
suspicious-document00366.txt.preprocessed.png,no_plagiarism
suspicious-document00367.txt.preprocessed.png,no_plagiarism
suspicious-document00368.txt.preprocessed.png,no_plagiarism
suspicious-document00369.txt.preprocessed.png,no_plagiarism
suspicious-document00370.txt.preprocessed.png,no_plagiarism
suspicious-document00371.txt.preprocessed.png,plagiarism
suspicious-document00372.txt.preprocessed.png,plagiarism
suspicious-document00373.txt.preprocessed.png,no_plagiarism
suspicious-document00374.txt.preprocessed.png,no_plagiarism
suspicious-document00375.txt.preprocessed.png,no_plagiarism
suspicious-document00376.txt.preprocessed.png,plagiarism
suspicious-document00377.txt.preprocessed.png,plagiarism
suspicious-document00378.txt.preprocessed.png,no_plagiarism
suspicious-document00379.txt.preprocessed.png,plagiarism
suspicious-document00380.txt.preprocessed.png,no_plagiarism
suspicious-document00381.txt.preprocessed.png,no_plagiarism
suspicious-document00382.txt.preprocessed.png,plagiarism
suspicious-document00383.txt.preprocessed.png,no_plagiarism
suspicious-document00384.txt.preprocessed.png,plagiarism
suspicious-document00385.txt.preprocessed.png,plagiarism
suspicious-document00386.txt.preprocessed.png,no_plagiarism
suspicious-document00387.txt.preprocessed.png,no_plagiarism
suspicious-document00388.txt.preprocessed.png,plagiarism
suspicious-document00389.txt.preprocessed.png,no_plagiarism
suspicious-document00390.txt.preprocessed.png,no_plagiarism
suspicious-document00391.txt.preprocessed.png,plagiarism
suspicious-document00392.txt.preprocessed.png,no_plagiarism
suspicious-document00393.txt.preprocessed.png,plagiarism
suspicious-document00394.txt.preprocessed.png,plagiarism
suspicious-document00395.txt.preprocessed.png,no_plagiarism
suspicious-document00396.txt.preprocessed.png,plagiarism
suspicious-document00397.txt.preprocessed.png,no_plagiarism
suspicious-document00398.txt.preprocessed.png,no_plagiarism
suspicious-document00399.txt.preprocessed.png,plagiarism
suspicious-document00400.txt.preprocessed.png,plagiarism
suspicious-document00401.txt.preprocessed.png,plagiarism
suspicious-document00402.txt.preprocessed.png,no_plagiarism
suspicious-document00403.txt.preprocessed.png,plagiarism
suspicious-document00404.txt.preprocessed.png,no_plagiarism
suspicious-document00405.txt.preprocessed.png,no_plagiarism
suspicious-document00406.txt.preprocessed.png,plagiarism
suspicious-document00407.txt.preprocessed.png,no_plagiarism
suspicious-document00408.txt.preprocessed.png,plagiarism
suspicious-document00409.txt.preprocessed.png,plagiarism
suspicious-document00410.txt.preprocessed.png,plagiarism
suspicious-document00411.txt.preprocessed.png,plagiarism
suspicious-document00412.txt.preprocessed.png,no_plagiarism
suspicious-document00413.txt.preprocessed.png,plagiarism
suspicious-document00414.txt.preprocessed.png,no_plagiarism
suspicious-document00415.txt.preprocessed.png,no_plagiarism
suspicious-document00416.txt.preprocessed.png,no_plagiarism
suspicious-document00417.txt.preprocessed.png,no_plagiarism
suspicious-document00418.txt.preprocessed.png,plagiarism
suspicious-document00419.txt.preprocessed.png,plagiarism
suspicious-document00420.txt.preprocessed.png,plagiarism
suspicious-document00421.txt.preprocessed.png,no_plagiarism
suspicious-document00422.txt.preprocessed.png,plagiarism
suspicious-document00423.txt.preprocessed.png,no_plagiarism
suspicious-document00424.txt.preprocessed.png,plagiarism
suspicious-document00425.txt.preprocessed.png,no_plagiarism
suspicious-document00426.txt.preprocessed.png,plagiarism
suspicious-document00427.txt.preprocessed.png,plagiarism
suspicious-document00428.txt.preprocessed.png,plagiarism
suspicious-document00429.txt.preprocessed.png,plagiarism
suspicious-document00430.txt.preprocessed.png,no_plagiarism
suspicious-document00431.txt.preprocessed.png,plagiarism
suspicious-document00432.txt.preprocessed.png,no_plagiarism
suspicious-document00433.txt.preprocessed.png,no_plagiarism
suspicious-document00434.txt.preprocessed.png,no_plagiarism
suspicious-document00435.txt.preprocessed.png,no_plagiarism
suspicious-document00436.txt.preprocessed.png,no_plagiarism
suspicious-document00437.txt.preprocessed.png,no_plagiarism
suspicious-document00438.txt.preprocessed.png,no_plagiarism
suspicious-document00439.txt.preprocessed.png,no_plagiarism
suspicious-document00440.txt.preprocessed.png,no_plagiarism
suspicious-document00441.txt.preprocessed.png,plagiarism
suspicious-document00442.txt.preprocessed.png,plagiarism
suspicious-document00443.txt.preprocessed.png,plagiarism
suspicious-document00444.txt.preprocessed.png,plagiarism
suspicious-document00445.txt.preprocessed.png,plagiarism
suspicious-document00446.txt.preprocessed.png,no_plagiarism
suspicious-document00447.txt.preprocessed.png,no_plagiarism
suspicious-document00448.txt.preprocessed.png,plagiarism
suspicious-document00449.txt.preprocessed.png,no_plagiarism
suspicious-document00450.txt.preprocessed.png,plagiarism
suspicious-document00451.txt.preprocessed.png,no_plagiarism
suspicious-document00452.txt.preprocessed.png,plagiarism
suspicious-document00453.txt.preprocessed.png,plagiarism
suspicious-document00454.txt.preprocessed.png,plagiarism
suspicious-document00455.txt.preprocessed.png,plagiarism
suspicious-document00456.txt.preprocessed.png,no_plagiarism
suspicious-document00457.txt.preprocessed.png,plagiarism
suspicious-document00458.txt.preprocessed.png,no_plagiarism
suspicious-document00459.txt.preprocessed.png,no_plagiarism
suspicious-document00460.txt.preprocessed.png,plagiarism
suspicious-document00461.txt.preprocessed.png,no_plagiarism
suspicious-document00462.txt.preprocessed.png,plagiarism
suspicious-document00463.txt.preprocessed.png,plagiarism
suspicious-document00464.txt.preprocessed.png,no_plagiarism
suspicious-document00465.txt.preprocessed.png,no_plagiarism
suspicious-document00466.txt.preprocessed.png,no_plagiarism
suspicious-document00467.txt.preprocessed.png,no_plagiarism
suspicious-document00468.txt.preprocessed.png,no_plagiarism
suspicious-document00469.txt.preprocessed.png,no_plagiarism
suspicious-document00470.txt.preprocessed.png,plagiarism
suspicious-document00471.txt.preprocessed.png,plagiarism
suspicious-document00472.txt.preprocessed.png,no_plagiarism
suspicious-document00473.txt.preprocessed.png,no_plagiarism
suspicious-document00474.txt.preprocessed.png,no_plagiarism
suspicious-document00475.txt.preprocessed.png,no_plagiarism
suspicious-document00476.txt.preprocessed.png,no_plagiarism
suspicious-document00477.txt.preprocessed.png,no_plagiarism
suspicious-document00478.txt.preprocessed.png,plagiarism
suspicious-document00479.txt.preprocessed.png,no_plagiarism
suspicious-document00480.txt.preprocessed.png,plagiarism
suspicious-document00481.txt.preprocessed.png,no_plagiarism
suspicious-document00482.txt.preprocessed.png,plagiarism
suspicious-document00483.txt.preprocessed.png,no_plagiarism
suspicious-document00484.txt.preprocessed.png,plagiarism
suspicious-document00485.txt.preprocessed.png,no_plagiarism
suspicious-document00486.txt.preprocessed.png,plagiarism
suspicious-document00487.txt.preprocessed.png,plagiarism
suspicious-document00488.txt.preprocessed.png,no_plagiarism
suspicious-document00489.txt.preprocessed.png,no_plagiarism
suspicious-document00490.txt.preprocessed.png,no_plagiarism
suspicious-document00491.txt.preprocessed.png,plagiarism
suspicious-document00492.txt.preprocessed.png,plagiarism
suspicious-document00493.txt.preprocessed.png,no_plagiarism
suspicious-document00494.txt.preprocessed.png,plagiarism
suspicious-document00495.txt.preprocessed.png,no_plagiarism
suspicious-document00496.txt.preprocessed.png,no_plagiarism
suspicious-document00497.txt.preprocessed.png,no_plagiarism
suspicious-document00498.txt.preprocessed.png,no_plagiarism
suspicious-document00499.txt.preprocessed.png,plagiarism
suspicious-document00500.txt.preprocessed.png,no_plagiarism
suspicious-document04501.txt.preprocessed.png,no_plagiarism
suspicious-document04502.txt.preprocessed.png,plagiarism
suspicious-document04503.txt.preprocessed.png,plagiarism
suspicious-document04504.txt.preprocessed.png,no_plagiarism
suspicious-document04505.txt.preprocessed.png,no_plagiarism
suspicious-document04506.txt.preprocessed.png,plagiarism
suspicious-document04507.txt.preprocessed.png,no_plagiarism
suspicious-document04508.txt.preprocessed.png,no_plagiarism
suspicious-document04509.txt.preprocessed.png,no_plagiarism
suspicious-document04510.txt.preprocessed.png,no_plagiarism
suspicious-document04511.txt.preprocessed.png,no_plagiarism
suspicious-document04512.txt.preprocessed.png,no_plagiarism
suspicious-document04513.txt.preprocessed.png,no_plagiarism
